id,entrez_gene_id,hugo_symbol,hgnc_id,id,reference_genome,ensembl_transcript_id,canonical,ensembl_protein_id,reference_sequence_id,description,ensembl_gene_id,gene_id
32925,2768,GNA12,4380,4775,GRCh38,ENST00000275364.8,1,ENSP00000275364.3,NM_007353.2,,4024,32925
24469,1956,EGFR,3236,3509,GRCh38,ENST00000275493.7,1,ENSP00000275493.2,NM_005228.3,,2971,24469
15462,85417,CCNB3,18709,36744,GRCh38,ENST00000276014.11,1,ENSP00000276014,NM_033031.2,,31311,15462
19082,526,ATP6V1B2,854,972,GRCh38,ENST00000276390.7,1,ENSP00000276390.2,NM_001693.3,,821,19082
27214,63978,PRDM14,14001,31535,GRCh38,ENST00000276594.3,1,ENSP00000276594.2,NM_024504.3,,26825,27214
29369,340419,RSPO2,28583,47955,GRCh38,ENST00000276659.10,1,ENSP00000276659.5,NM_178565.5,,41267,29369
3692,1030,CDKN2B,1788,1927,GRCh38,ENST00000276925.7,1,ENSP00000276925.6,NM_004936.3,,1631,3692
20524,4915,NTRK2,8032,8504,GRCh38,ENST00000277120.8,1,ENSP00000277120.3,NM_006180.3,,7177,20524
23657,472,ATM,795,873,GRCh38,ENST00000278616.9,1,ENSP00000278616,NM_000051.3,,739,23657
4413,9049,AIP,358,15478,GRCh38,ENST00000279146.8,1,ENSP00000279146.3,NM_003977.4,,13038,4413
25725,84159,ARID5B,17362,35515,GRCh38,ENST00000279873.12,1,ENSP00000279873.7,NM_032199.2,,30262,25725
13624,1977,EIF4E,3287,3541,GRCh38,ENST00000280892.10,1,ENSP00000280892.6,NM_001130678.1,,2999,13624
6165,4613,MYCN,7559,7925,GRCh38,ENST00000281043.4,1,ENSP00000281043.3,NM_005378.4,,6701,6165
21087,55294,FBXW7,16712,28481,GRCh38,ENST00000281708.10,1,ENSP00000281708.3,NM_033632.3,,24226,21087
14672,57105,CYSLTR2,18274,30157,GRCh38,ENST00000282018.4,1,ENSP00000282018,NM_020377.2,,25662,14672
4576,5163,PDK1,8809,8933,GRCh38,ENST00000282077.8,1,ENSP00000282077.3,NM_002610,,7536,4576
11540,678,ZFP36L2,1108,1247,GRCh38,ENST00000282388.4,1,ENSP00000282388.3,NM_006887.4,,1055,11540
20900,2321,FLT1,3763,4207,GRCh38,ENST00000282397.9,1,ENSP00000282397.4,NM_002019.4,,3546,20900
2661,10413,YAP1,16262,18212,GRCh38,ENST00000282441.10,1,ENSP00000282441.5,NM_001130145.2,,15296,2661
778,55781,RIOK2,18999,29157,GRCh38,ENST00000283109.8,1,ENSP00000283109.3,NM_018343.3,,24807,778
40465,5903,RANBP2,9848,10328,GRCh38,ENST00000283195.11,1,ENSP00000283195.6,NM_006267,,8714,40465
23320,6317,SERPINB3,10569,11086,GRCh38,ENST00000283752.10,1,ENSP00000283752.5,NM_006919.2,,9346,23320
26706,221895,JAZF1,28917,44686,GRCh38,ENST00000283928.10,1,ENSP00000283928.5,NM_175061.4,,38257,26706
28024,124540,MSI2,18585,39376,GRCh38,ENST00000284073.7,1,ENSP00000284073.2,NM_138962.2,,33582,28024
14483,7345,UCHL1,12513,13084,GRCh38,ENST00000284440.9,1,ENSP00000284440.4,NM_004181,,11014,14483
33780,6921,ELOC,11617,12309,GRCh38,ENST00000284811.12,1,ENSP00000284811,NM_005648.3,,10363,33780
23469,7508,XPC,12816,13360,GRCh38,ENST00000285021.12,1,ENSP00000285021.8,NM_004628,,11248,23469
16507,201163,FLCN,27310,43930,GRCh38,ENST00000285071.9,1,ENSP00000285071.4,NM_144997.5,,37589,16507
21377,8714,ABCC3,54,14899,GRCh38,ENST00000285238.13,1,ENSP00000285238.8,NM_003786.4,,12552,21377
18954,27123,DKK2,2892,23263,GRCh38,ENST00000285311.8,1,ENSP00000285311.3,NM_014421.2,,19578,18954
34096,2071,ERCC3,3435,3739,GRCh38,ENST00000285398.7,1,ENSP00000285398.2,NM_000122.1,,3167,34096
7562,1436,CSF1R,2433,2633,GRCh38,ENST00000286301.7,1,ENSP00000286301,NM_005211.3,,2233,7562
4862,91748,MIDEAS,19853,37464,GRCh38,ENST00000286523.9,1,ENSP00000286523,NM_001043318.2,,31915,4862
6534,2776,GNAQ,4390,4796,GRCh38,ENST00000286548.9,1,ENSP00000286548.4,NM_002072.3,,4040,6534
22816,11197,WIF1,18081,19770,GRCh38,ENST00000286574.9,1,ENSP00000286574.4,NM_007191.4,,16595,22816
12921,571,BACH1,935,1038,GRCh38,ENST00000286800.8,1,ENSP00000286800.3,NM_001186.4,,879,12921
25765,701,BUB1B,1149,1281,GRCh38,ENST00000287598.11,1,ENSP00000287598.7,NM_001211.6,,1087,25765
29555,5468,PPARG,9236,9513,GRCh38,ENST00000287820.10,1,ENSP00000287820,NM_015869.4,,8022,29555
19078,3815,KIT,6342,6711,GRCh38,ENST00000288135.6,1,ENSP00000288135.6,NM_000222.2,,5673,19078
36165,2078,ERG,3446,3752,GRCh38,ENST00000288319.12,1,ENSP00000288319.7,NM_182918.3,,3177,36165
12493,80243,PREX2,22950,33990,GRCh38,ENST00000288368.5,1,ENSP00000288368.4,NM_024870.2,,28924,12493
14302,2176,FANCC,3584,3905,GRCh38,ENST00000289081.8,1,ENSP00000289081.3,NM_000136.2,,3303,14302
39812,5291,PIK3CB,8976,9177,GRCh38,ENST00000289153.6,1,ENSP00000289153,NM_006219.2,,7740,39812
37750,3017,H2BC5,4747,5308,GRCh38,ENST00000289316.2,1,ENSP00000289316,NM_021063.3,,4466,37750
7811,286,ANK1,492,537,GRCh38,ENST00000289734.13,1,ENSP00000289734.8,NM_000037.4,,447,7811
30667,10481,HOXB13,5112,18351,GRCh38,ENST00000290295.8,1,ENSP00000290295.8,NM_006361.5,,15413,30667
39964,7832,BTG2,1131,13782,GRCh38,ENST00000290551.5,1,ENSP00000290551.4,NM_006763,,11585,39964
40673,7307,U2AF1,12453,13012,GRCh38,ENST00000291552.9,1,ENSP00000291552.4,NM_006758.2,,10956,40673
8034,2264,FGFR4,3691,4093,GRCh38,ENST00000292408.9,1,ENSP00000292408.4,NM_213647.1,,3453,8034
41362,1523,CUX1,2557,2804,GRCh38,ENST00000292535.12,1,ENSP00000292535.7,NM_181552.3,,2378,41362
15679,54165,DCUN1D1,18184,27007,GRCh38,ENST00000292782.9,1,ENSP00000292782.4,NM_020640.2,,22963,15679
391,6777,STAT5B,11367,12025,GRCh38,ENST00000293328.8,1,ENSP00000293328.3,NM_012448.3,,10129,391
41896,84464,SLX4,23845,35910,GRCh38,ENST00000294008.4,1,ENSP00000294008.3,NM_032444.2,,30597,41896
1474,4041,LRP5,6697,7079,GRCh38,ENST00000294304.12,1,ENSP00000294304.6,NM_001291902.1,,5991,1474
31948,9965,FGF19,3675,17277,GRCh38,ENST00000294312.4,1,ENSP00000294312.3,NM_005117.2,,14537,31948
14355,6886,TAL1,11556,12228,GRCh38,ENST00000294339.3,1,ENSP00000294339,NM_001287347.2,,10300,14355
21609,23385,NCSTN,17091,21131,GRCh38,ENST00000294785.10,1,ENSP00000294785.5,NM_015331.2,,17723,21609
14438,5966,REL,9954,10452,GRCh38,ENST00000295025.12,1,ENSP00000295025,NM_002908.2,,8818,14438
24319,83932,SPRTN,25356,35287,GRCh38,ENST00000295050.12,1,ENSP00000295050.7,NM_032018.6,,30067,24319
38595,10461,MERTK,7027,18304,GRCh38,ENST00000295408.9,1,ENSP00000295408.4,NM_006343.2,,15375,38595
23661,476,ATP1A1,799,884,GRCh38,ENST00000295598.10,1,ENSP00000295598.5,NM_000701,,747,23661
11521,11167,FSTL1,3972,19706,GRCh38,ENST00000295633.8,1,ENSP00000295633.3,NM_007085,,16541,11521
28287,54738,FEV,18562,27417,GRCh38,ENST00000295727.2,1,ENSP00000295727.1,NM_017521.2,,23324,28287
24340,7048,TGFBR2,11773,12561,GRCh38,ENST00000295754.10,1,ENSP00000295754.5,NM_003242.6,,10580,24340
6841,5584,PRKCI,9404,9750,GRCh38,ENST00000295797.5,1,ENSP00000295797.4,NM_002740.5,,8214,6841
27935,213,ALB,399,405,GRCh38,ENST00000295897.9,1,ENSP00000295897.4,NM_000477.5,,332,27935
36378,4486,MST1R,7381,7708,GRCh38,ENST00000296474.8,1,ENSP00000296474.3,NM_002447.2,,6506,36378
25745,3562,IL3,6011,6216,GRCh38,ENST00000296870.3,1,ENSP00000296870.2,NM_000588.3,,5252,25745
22305,30012,TLX3,13532,25250,GRCh38,ENST00000296921.6,1,ENSP00000296921.5,NM_021025.2,,21446,22305
23185,4869,NPM1,7910,8416,GRCh38,ENST00000296930.10,1,ENSP00000296930.5,NM_002520.6,,7103,23185
20855,64321,SOX17,18122,31772,GRCh38,ENST00000297316.5,1,ENSP00000297316.4,NM_022454.3,,27015,20855
12970,5885,RAD21,9811,10288,GRCh38,ENST00000297338.7,1,ENSP00000297338.2,NM_006265.2,,8680,12970
7697,79870,BAALC,14333,33490,GRCh38,ENST00000297574.6,1,ENSP00000297574,,,28499,7697
17055,7486,WRN,12791,13336,GRCh38,ENST00000298139.7,1,ENSP00000298139.5,NM_000553,,11228,17055
17817,3636,INPPL1,6080,6361,GRCh38,ENST00000298229.7,1,ENSP00000298229.2,NM_001567.3,,5372,17817
25918,7248,TSC1,12362,12909,GRCh38,ENST00000298552.9,1,ENSP00000298552.3,NM_000368.4,,10864,25918
7006,161742,SPRED1,20249,42922,GRCh38,ENST00000299084.9,1,ENSP00000299084.4,NM_152594.2,,36715,7006
22155,121643,FOXN4,21399,39119,GRCh38,ENST00000299162.10,1,ENSP00000299162.5,NM_213596,,33354,22155
20086,23300,ATMIN,29034,20961,GRCh38,ENST00000299575.5,1,ENSP00000299575.3,NM_015251.3,,17585,20086
22436,4629,MYH11,7569,7958,GRCh38,ENST00000300036.6,1,ENSP00000300036.5,NM_002474,,6729,22436
31027,4665,NAB2,7627,8024,GRCh38,ENST00000300131.8,1,ENSP00000300131.3,NM_005967.4,,6783,31027
2366,6778,STAT6,11368,12027,GRCh38,ENST00000300134.8,1,ENSP00000300134.3,NM_001178078.1,,10131,2366
27944,6447,SCG5,10816,11336,GRCh38,ENST00000300175.9,1,ENSP00000300175.4,NM_001144757.1,,9554,27944
7089,861,RUNX1,10471,1593,GRCh38,ENST00000300305.7,1,ENSP00000300305.3,NM_001754.4,,1344,7089
7709,2067,ERCC1,3433,3731,GRCh38,ENST00000300853.8,1,ENSP00000300853.3,NM_001983,,3159,7709
21556,29123,ANKRD11,21316,24942,GRCh38,ENST00000301030.10,1,ENSP00000301030.4,NM_013275.5,,21183,21556
3755,8085,KMT2D,7133,13977,GRCh38,ENST00000301067.12,1,ENSP00000301067.7,NM_003482.3,,11753,3755
23774,558,AXL,905,1026,GRCh38,ENST00000301178.9,1,ENSP00000301178.3,NM_021913.4,,869,23774
18211,54949,SDHAF2,26034,27800,GRCh38,ENST00000301761.7,1,ENSP00000301761.3,NM_017841.2,,23650,18211
4443,4330,MN1,7180,7610,GRCh38,ENST00000302326.5,1,ENSP00000304956.4,NM_002430,,6430,4443
16675,7764,ZNF217,13009,13704,GRCh38,ENST00000302342.3,1,ENSP00000304308,NM_006526,,11522,16675
7846,124583,CANT1,19721,39381,GRCh38,ENST00000302345.6,1,ENSP00000307674,NM_001159772,,33586,7846
40043,1495,CTNNA1,2509,2747,GRCh38,ENST00000302763.12,1,ENSP00000304669.7,NM_001903,,2330,40043
31573,6795,AURKC,11391,12064,GRCh38,ENST00000302804.12,1,ENSP00000302898.6,NM_001015878.2,,10163,31573
11792,3643,INSR,6091,6372,GRCh38,ENST00000302850.10,1,ENSP00000303830.4,NM_000208.2,,5382,11792
41979,3575,IL7R,6024,6242,GRCh38,ENST00000303115.8,1,ENSP00000306157.3,NM_002185.3,,5274,41979
31705,8019,BRD3,1104,13929,GRCh38,ENST00000303407.12,1,ENSP00000305918.6,NM_007371,,11709,31705
20776,5093,PCBP1,8647,8798,GRCh38,ENST00000303577.7,1,ENSP00000305556.5,NM_006196.3,,7423,20776
365,23261,CAMTA1,18806,20889,GRCh38,ENST00000303635.12,1,ENSP00000306522.6,NM_015215.4,,17531,365
22130,3008,H1-4,4718,5292,GRCh38,ENST00000304218.6,1,ENSP00000307705.4,NM_005321.2,,4453,22130
12889,1029,CDKN2A,1787,1924,GRCh38,ENST00000304494.10,1,ENSP00000307101.5,NM_000077.4,,1629,12889
2148,10594,PRPF8,17340,18579,GRCh38,ENST00000304992.11,1,ENSP00000304350.6,NM_006445,,15601,2148
9344,3667,IRS1,6125,6412,GRCh38,ENST00000305123.6,1,ENSP00000304895.4,NM_005544.2,,5416,9344
25049,157570,ESCO2,27230,42599,GRCh38,ENST00000305188.13,1,ENSP00000306999.8,NM_001017420.2,,36416,25049
13983,613,BCR,1014,1112,GRCh38,ENST00000305877.13,1,ENSP00000303507.8,NM_004327.3,,945,13983
37021,8493,PPM1D,9277,14459,GRCh38,ENST00000305921.8,1,ENSP00000306682.2,NM_003620.3,,12179,37021
25190,2119,ETV5,3494,3807,GRCh38,ENST00000306376.10,1,ENSP00000306894.5,NM_004454.2,,3219,25190
7669,57521,RPTOR,30287,30613,GRCh38,ENST00000306801.8,1,ENSP00000307272.3,NM_020761.2,,26034,7669
32637,3479,IGF1,5464,6086,GRCh38,ENST00000307046.8,1,ENSP00000302665,NM_001111285.1,,5137,32637
11740,8313,AXIN2,904,14150,GRCh38,ENST00000307078.10,1,ENSP00000302625.5,NM_004655.3,,11906,11740
37395,5604,MAP2K1,6840,9797,GRCh38,ENST00000307102.10,1,ENSP00000302486.5,NM_002755.3,,8254,37395
22148,9101,USP8,12631,15587,GRCh38,ENST00000307179.9,1,ENSP00000302239.4,NM_001128610.2,,13126,22148
12136,598,BCL2L1,992,1085,GRCh38,ENST00000307677.5,1,ENSP00000302564.4,NM_138578.1,,921,12136
16071,8028,MLLT10,16063,13938,GRCh38,ENST00000307729.12,1,ENSP00000307411.7,NM_001195626.1,,11717,16071
4640,8233,ZRSR2,23019,14081,GRCh38,ENST00000307771.8,1,ENSP00000303015.7,NM_005089.3,,11846,4640
10119,9688,NUP93,28958,16676,GRCh38,ENST00000308159.10,1,ENSP00000310668.5,NM_014669.4,,14044,10119
38771,2000,ELF4,3319,3593,GRCh38,ENST00000308167.10,1,ENSP00000311280.6,NM_001127197,,3039,38771
31124,91607,SLFN11,26633,37413,GRCh38,ENST00000308377.8,1,ENSP00000312402,NM_001104587.1,,31875,31124
17584,5566,PRKACA,9380,9702,GRCh38,ENST00000308677.9,1,ENSP00000309591.3,NM_002730.3,,8180,17584
31898,695,BTK,1133,1274,GRCh38,ENST00000308731.8,1,ENSP00000308176.8,NM_000061.2,,1081,31898
1314,51162,EGFL7,20594,25833,GRCh38,ENST00000308874.12,1,ENSP00000307843.7,NM_201446.2,,21943,1314
8898,11338,U2AF2,23156,19984,GRCh38,ENST00000308924.9,1,ENSP00000307863.3,NM_007279.2,,16779,8898
5123,5978,REST,9966,10474,GRCh38,ENST00000309042.12,1,ENSP00000311816.7,NM_001193508.1,,8838,5123
32489,2886,GRB7,4567,5036,GRCh38,ENST00000309156.9,1,ENSP00000310771.4,NM_001030002,,4234,32489
18253,84446,BRSK1,18994,35880,GRCh38,ENST00000309383.6,1,ENSP00000310649.1,NM_032430,,30573,18253
25464,7423,VEGFB,12681,13221,GRCh38,ENST00000309422.7,1,ENSP00000311127.2,NM_003377.5,,11134,25464
41340,5771,PTPN2,9650,10098,GRCh38,ENST00000309660.10,1,ENSP00000311857.3,NM_002828.3,,8520,41340
40170,7172,TPMT,12014,12831,GRCh38,ENST00000309983.5,1,ENSP00000312304.4,NM_000367.5,,10800,40170
25916,7015,TERT,11730,12496,GRCh38,ENST00000310581.10,1,ENSP00000309572.5,NM_198253.2,,10520,25916
19515,55215,FANCI,25568,28313,GRCh38,ENST00000310775.12,1,ENSP00000310842.8,NM_001113378.2,,24090,19515
6447,26512,INTS6,14879,22694,GRCh38,ENST00000311234.9,1,ENSP00000310260.4,NM_012141,,19065,6447
15299,3159,HMGA1,5010,5589,GRCh38,ENST00000311487.9,1,ENSP00000308227.4,NM_145899,,4717,15299
17037,5644,PRSS1,9475,9863,GRCh38,ENST00000311737.12,1,ENSP00000308720.7,NM_002769.4,,8316,17037
34095,2072,ERCC4,3436,3741,GRCh38,ENST00000311895.8,1,ENSP00000310520.7,NM_005236.2,,3169,34095
30432,3845,KRAS,6407,6772,GRCh38,ENST00000311936.8,1,ENSP00000308495.3,NM_004985.3,,5723,30432
38306,4221,MEN1,7010,7427,GRCh38,ENST00000312049.11,1,ENSP00000308975.6,NM_130799.2,,6281,38306
16502,4778,NFE2,7780,8246,GRCh38,ENST00000312156.8,1,ENSP00000312436,NM_001136023.2,,6965,16502
10065,2348,FOLR1,3791,4248,GRCh38,ENST00000312293.9,1,ENSP00000308137,NM_000802,,3580,10065
14990,2250,FGF5,3683,4054,GRCh38,ENST00000312465.12,1,ENSP00000311697.7,NM_004464,,3425,14990
5746,6199,RPS6KB2,10437,10865,GRCh38,ENST00000312629.10,1,ENSP00000308413.5,NM_003952.2,,9164,5746
31576,6790,AURKA,11393,12053,GRCh38,ENST00000312783.10,1,ENSP00000321591,NM_003600.2,,10153,31576
31931,55109,AGGF1,24684,28095,GRCh38,ENST00000312916.12,1,ENSP00000316109.7,NM_018046.5,,23905,31931
14670,1879,EBF1,3126,3409,GRCh38,ENST00000313708.11,1,ENSP00000322898.6,NM_024007,,2887,14670
22538,8334,H2AC6,4733,14193,GRCh38,ENST00000314088.6,1,ENSP00000321389,NM_003512.3,,11943,22538
395,6773,STAT2,11363,12014,GRCh38,ENST00000314128.9,1,ENSP00000315768.4,NM_005419.3,,10121,395
19249,5591,PRKDC,9413,9767,GRCh38,ENST00000314191.7,1,ENSP00000313420.3,NM_006904.7,,8228,19249
17782,8347,H2BC4,4757,14215,GRCh38,ENST00000314332.5,1,ENSP00000321744,NM_003518.3,,11964,17782
4765,9203,ZMYM3,13054,15766,GRCh38,ENST00000314425.9,1,ENSP00000322845.5,NM_005096,,13276,4765
34372,7525,YES1,12841,13384,GRCh38,ENST00000314574.5,1,ENSP00000324740.4,NM_005433.3,,11266,34372
12522,23047,PDS5B,20418,20466,GRCh38,ENST00000315596.15,1,ENSP00000313851.10,NM_015032.3,,17180,12522
8839,7030,TFE3,11752,12524,GRCh38,ENST00000315869.8,1,ENSP00000314129.7,NM_006521.5,,10546,8839
2385,23185,LARP4B,28987,20734,GRCh38,ENST00000316157.8,1,ENSP00000326128.3,NM_015155.2,,17399,2385
32210,811,CALR,1455,1486,GRCh38,ENST00000316448.10,1,ENSP00000320866.4,NM_004343.3,,1264,32210
31269,2932,GSK3B,4617,5140,GRCh38,ENST00000316626.6,1,ENSP00000324806.5,NM_002093.3,,4316,31269
36096,5366,PMAIP1,9108,9344,GRCh38,ENST00000316660.7,1,ENSP00000326119.7,NM_021127.2,,7876,36096
38609,54904,NSD3,12767,27710,GRCh38,ENST00000317025.13,1,ENSP00000313983.7,NM_023034.1,,23574,38609
13295,83852,SETDB2,20263,35178,GRCh38,ENST00000317257.12,1,ENSP00000326477.9,NM_031915.2,,29974,13295
29598,8284,KDM5D,11115,14115,GRCh38,ENST00000317961.9,1,ENSP00000322408.4,NM_004653,,11875,29598
6674,3927,LASP1,6513,6902,GRCh38,ENST00000318008.11,1,ENSP00000325240.6,NM_006148.4,,5840,6674
20155,219285,SAMD9L,1349,44196,GRCh38,ENST00000318238.9,1,ENSP00000326247.4,NM_152703.5,,37830,20155
631,80381,CD276,19137,34125,GRCh38,ENST00000318443.10,1,ENSP00000320084.5,NM_001024736.1,,29044,631
12693,27436,EML4,1316,23578,GRCh38,ENST00000318522.10,1,ENSP00000320663.5,NM_019063.5,,19854,12693
27752,25,ABL1,76,45,GRCh38,ENST00000318560.6,1,ENSP00000323315.5,NM_005157.4,,38,27752
41221,27086,FOXP1,3823,23202,GRCh38,ENST00000318789.11,1,ENSP00000318902,NM_001244814.1,,19531,41221
25189,2118,ETV4,3493,3805,GRCh38,ENST00000319349.10,1,ENSP00000321835.4,NM_001079675.2,,3217,25189
25194,2113,ETS1,3488,3790,GRCh38,ENST00000319397.7,1,ENSP00000324578,NM_005238,,3207,25194
21138,84126,ATRIP,33499,35470,GRCh38,ENST00000320211.10,1,ENSP00000323099.3,NM_130384,,30226,21138
29867,2146,EZH2,3527,3854,GRCh38,ENST00000320356.7,1,ENSP00000320147.2,NM_004456.4,,3255,29867
5031,5426,POLE,9177,9418,GRCh38,ENST00000320574.10,1,ENSP00000322570.5,NM_006231.2,,7943,5031
1028,1728,NQO1,2874,3121,GRCh38,ENST00000320623.10,1,ENSP00000319788.5,NM_000903,,2645,1028
10295,84142,ABRAXAS1,25829,35499,GRCh38,ENST00000321945.12,1,ENSP00000369857.3,NM_139076.2,,30248,10295
35706,23373,CRTC1,16062,21111,GRCh38,ENST00000321949.13,1,ENSP00000323332.7,NM_015321.3,,17705,35706
34698,5518,PPP2R1A,9302,9597,GRCh38,ENST00000322088.11,1,ENSP00000324804.6,NM_014225.5,,8096,34698
9442,8243,SMC1A,11111,14095,GRCh38,ENST00000322213.9,1,ENSP00000323421.3,NM_006306.3,,11856,9442
12586,51341,ZBTB7A,18078,26161,GRCh38,ENST00000322357.9,1,ENSP00000323670.3,NM_015898,,22228,12586
19261,10992,SF3B2,10769,19350,GRCh38,ENST00000322535.11,1,ENSP00000318861.6,NM_006842,,16247,19261
26552,23512,SUZ12,17101,21335,GRCh38,ENST00000322652.10,1,ENSP00000316578.5,NM_015355.2,,17901,26552
22743,7298,TYMS,12441,12998,GRCh38,ENST00000323274.15,1,ENSP00000315644.10,NM_001071.4,,10942,22743
9222,4361,MRE11,7230,7670,GRCh38,ENST00000323929.8,1,ENSP00000325863.4,NM_005591.3,,6474,9222
39646,1974,EIF4A2,3284,3534,GRCh38,ENST00000323963.10,1,ENSP00000326381.5,NM_001967.3,,2995,39646
7473,940,CD28,1653,1735,GRCh38,ENST00000324106.9,1,ENSP00000324890.7,NM_006139.3,,1468,7473
17902,4261,CIITA,7067,7497,GRCh38,ENST00000324288.14,1,ENSP00000316328.8,NM_000246.3,,6337,17902
29601,8289,ARID1A,11110,14121,GRCh38,ENST00000324856.13,1,ENSP00000320485.7,NM_006015.4,,11881,29601
24552,129563,DIS3L2,28648,40033,GRCh38,ENST00000325385.12,1,ENSP00000315569.7,NM_152383.5,,34170,24552
9331,6657,SOX2,11195,11780,GRCh38,ENST00000325404.3,1,ENSP00000323588.1,NM_003106.3,,9927,9331
1033,5241,PGR,8910,9069,GRCh38,ENST00000325455.10,1,ENSP00000325120.5,NM_000926.4,,7654,1033
21050,55164,SHQ1,25543,28195,GRCh38,ENST00000325599.13,1,ENSP00000315182.8,NM_018130.2,,23995,21050
33117,84231,TRAF7,20456,35610,GRCh38,ENST00000326181.11,1,ENSP00000318944.6,NM_032271.2,,30344,33117
21232,6794,STK11,11389,12062,GRCh38,ENST00000326873.12,1,ENSP00000324856.6,NM_000455.4,,10161,21232
18955,27122,DKK3,2893,23261,GRCh38,ENST00000326932.8,1,ENSP00000314910,NM_001018057.1,,19576,18955
4217,10498,CARM1,23393,18392,GRCh38,ENST00000327064.9,1,ENSP00000325690.4,NM_199141.1,,15445,4217
24722,4088,SMAD3,6769,7172,GRCh38,ENST00000327367.9,1,ENSP00000332973.4,NM_005902.3,,6073,24722
11167,2188,FANCF,3587,3935,GRCh38,ENST00000327470.6,1,ENSP00000330875.3,NM_022725,,3323,11167
30697,1789,DNMT3B,2979,3240,GRCh38,ENST00000328111.6,1,ENSP00000328547.2,NM_006892.3,,2741,30697
7672,5454,POU3F2,9215,9484,GRCh38,ENST00000328345.8,1,ENSP00000329170.5,NM_005604,,7998,7672
39052,2242,FES,3657,4037,GRCh38,ENST00000328850.8,1,ENSP00000331504.3,NM_002005,,3409,39052
21994,220,ALDH1A3,409,420,GRCh38,ENST00000329841.10,1,ENSP00000332256.5,NM_000693.4,,346,21994
23172,3418,IDH2,5383,5987,GRCh38,ENST00000330062.8,1,ENSP00000331897.4,NM_002168.2,,5051,23172
6881,64764,CREB3L2,23720,31997,GRCh38,ENST00000330387.11,1,ENSP00000329140.6,NM_194071.4,,27212,6881
38680,51428,DDX41,18674,26265,GRCh38,ENST00000330503.12,1,ENSP00000330349.8,NM_016222.4,,22318,38680
4825,2903,GRIN2A,4585,5084,GRCh38,ENST00000330684.4,1,ENSP00000332549.3,NM_001134407.1,,4268,4825
29399,9021,SOCS3,19391,15426,GRCh38,ENST00000330871.3,1,ENSP00000330341.2,NM_003955.4,,12994,29399
41825,5155,PDGFB,8800,8915,GRCh38,ENST00000331163.11,1,ENSP00000330382.6,NM_002608.2,,7520,41825
27428,10320,IKZF1,13176,18039,GRCh38,ENST00000331340.8,1,ENSP00000331614.3,NM_006060.6,,15146,27428
22129,3009,H1-5,4719,5294,GRCh38,ENST00000331442.5,1,ENSP00000330074.4,NM_005322.2,,4455,22129
39771,653604,H3C13,25311,56761,GRCh38,ENST00000331491.2,1,ENSP00000333277.2,NM_001123375.2,,49712,39771
4034,84193,SETD3,20493,35565,GRCh38,ENST00000331768.10,1,ENSP00000327436.5,NM_032233.2,,30304,4034
35260,5727,PTCH1,9585,10020,GRCh38,ENST00000331920.11,1,ENSP00000332353.6,NM_000264.3,,8452,35260
6840,5587,PRKD1,9407,9757,GRCh38,ENST00000331968.11,1,ENSP00000333568.6,NM_002742.2,,8220,6840
40970,8651,SOCS1,19383,14777,GRCh38,ENST00000332029.4,1,ENSP00000329418.2,NM_003745.1,,12452,40970
23062,84295,PHF6,18145,35741,GRCh38,ENST00000332070.7,1,ENSP00000329097,NM_001015877.1,,30452,23062
13106,54093,SETD4,1258,26968,GRCh38,ENST00000332131.9,1,ENSP00000329189.4,NM_017438.4,,22931,13106
19974,9582,APOBEC3B,17352,16455,GRCh38,ENST00000333467.4,1,ENSP00000327459.3,NM_004900.5,,13869,19974
34606,5277,PIGA,8957,9144,GRCh38,ENST00000333590.6,1,ENSP00000369820.3,NM_002641.3,,7714,34606
1968,596,BCL2,990,1081,GRCh38,ENST00000333681.5,1,ENSP00000329623.3,NM_000633.2,,917,1968
40079,256646,NUTM1,29919,45384,GRCh38,ENST00000333756.5,1,ENSP00000329448,XM_011521429.1,,38888,40079
39045,2248,FGF3,3681,4050,GRCh38,ENST00000334134.4,1,ENSP00000334122.2,NM_005247.2,,3421,39045
24457,8986,RPS6KA4,10433,15376,GRCh38,ENST00000334205.9,1,ENSP00000333896.4,NM_003942.2,,12954,24457
28309,196528,ARID2,18037,43666,GRCh38,ENST00000334344.11,1,ENSP00000335044.6,NM_152641.2,,37363,28309
9378,5133,PDCD1,8760,8864,GRCh38,ENST00000334409.10,1,ENSP00000335062.5,NM_005018.2,,7477,9378
28259,56946,EMSY,18071,29958,GRCh38,ENST00000334736.7,1,ENSP00000334130,NM_020193,,25492,28259
19964,2626,GATA4,4173,4530,GRCh38,ENST00000335135.8,1,ENSP00000334458,NM_002052,,3812,19964
2404,23451,SF3B1,10768,21245,GRCh38,ENST00000335508.11,1,ENSP00000335321.6,NM_012433.2,,17821,2404
14538,1058,CENPA,1851,1976,GRCh38,ENST00000335756.9,1,ENSP00000336868.4,NM_001809.3,,1677,14538
23266,4004,LMO1,6641,7024,GRCh38,ENST00000335790.8,1,ENSP00000338207.3,NM_002315.2,,5944,23266
30168,7317,UBA1,12469,13027,GRCh38,ENST00000335972.11,1,ENSP00000338413.6,NM_003334.4,,10968,30168
14877,10957,PNRC1,17278,19283,GRCh38,ENST00000336032.4,1,ENSP00000336931.3,NM_006813.2,,16188,14877
41131,677,ZFP36L1,1107,1245,GRCh38,ENST00000336440.4,1,ENSP00000337386,NM_001244698.1,,1053,41131
